Comment,Emotion
i think feelings are one of nay the most important things we have,Joy
i know exactly how put out you are and feel like it is only really acceptable to foist that inconvenience on family,Joy
i still feel vulnerable and hurt but its manageable,Fear
i feel that everyone has the ability to be artistic in his or her own special way and find that the most attractive art is unleashed fromthe virgin artists,Joy
ive gotten so used to hearing from david all the time i havent heard a lot from him tonight he stayed over last night and as a result im feeling a little paranoid,Fear
i feel as confused about life as a teenager or as jaded as a year old man,Fear
i feel a little uptight because i have to really be conscious and careful about everything that happens,Fear
i feel distracted when people think i m overreacted,Anger
i feel hesitant to comment because i don t want to add to a pileon but it seems clear to me that those involved haven t learned from their past experiences nor are they interested in applying that learning to future projects,Fear
i landed at the reagan airport feeling pretty good,Joy
i feel derp and innocent because we go there by lrt or the train it was always packed the last time i rode it was like years ago,Joy
i feel like it looks gorgeous with curls so instead of making the full transition i ended up getting extremely natural red lowlights on the bottom section of my hair,Joy
im feeling timid six,Fear
im loving the green in this picture but have a feeling i may be going with something a little more kid friendly,Joy
i don t feel so nervous doing new things anymore i have more of an this is what i have to do and i will do it type of attitude rather than an i really hope i dont screw up type of attitude,Fear
i put my leg around yours and wrap my arms under yours for me to feel safe again,Joy
i resorted to yesterday the post peak day of illness when i was still housebound but feeling agitated and peckish for brew a href http pics,Anger
i am sure the organisation themselves have the best of intentions though i disagree with them whole heartedly its just i get the feeling that some of the demostrators will be slightly hostile to students,Anger
i had seen but theres just something about their set that makes you feel so glad to be there,Joy
i feel uncomfortable with the fact i am so powerless at the moment,Fear
i feel most passionate and artistic and settled into my craft,Joy
i kind of feel fearful of starting,Fear
i feel some of my projects are clever and useful enough i figured i would start sharing them on instructables so i wrote my first one this weekend,Joy
i wasnt feeling well at all so had to take a few days off work lots of winter germs going round and being in an air conditioned office probably doesnt help,Joy
i don t feel particularly inspired,Joy
i feel so selfish so self indulgent,Anger
i crave getting out there and moving and if i dont i feel agitated until i do,Fear
